"","journal","oldtier","ERS","repec_impact","repec_h","sjr","sh","tr_impact","tr_ef","econ_flag","pc_score","PC_tier","nonecon_tier","econ_tier"
"12357","international journal of applied decision sciences",NA,0,NA,NA,0.384,13,NA,NA,1,-1.3073946839369,NA,"Tier III","Tier III"
"12358","korean journal of food science and technology",NA,0,NA,NA,0.384,15,NA,NA,NA,-1.07447700372113,NA,"Tier III","Tier III"
"12359","journal of medical licensure and discipline",NA,0,NA,NA,0.384,6,NA,NA,NA,-1.59351532109994,NA,"Tier III","Tier III"
"12360","thermophysics and aeromechanics",NA,0,NA,NA,0.384,11,0.747,0.00073,NA,1.34350078688976,NA,"Tier III","Tier III"
"12361","canadian journal of veterinary research",NA,0,NA,NA,0.384,41,NA,NA,NA,1.51674360774771,NA,"Tier III","Tier III"
"12362","ostrich",NA,0,NA,NA,0.384,19,0.833,0.00041,NA,0.852832695054842,NA,"Tier III","Tier III"
"12363","proceedings of the 10th european conference on computer systems, eurosys 2015",NA,0,NA,NA,0.384,5,NA,NA,NA,-1.63296491018578,NA,"Tier III","Tier III"
"12364","theory of probability and its applications",NA,0,NA,NA,0.383,19,0.479,0.00124,NA,1.03693663742944,NA,"Tier III","Tier III"
"12365","journal of experimental neuroscience",NA,0,NA,NA,0.383,6,NA,NA,NA,-1.594720490317,NA,"Tier III","Tier III"
"12366","applied engineering in agriculture",NA,0,NA,NA,0.383,44,0.505,0.00121,NA,1.95516641170943,NA,"Tier II","Tier II"
"12367","journal of organizational computing and electronic commerce",NA,0,NA,NA,0.383,31,0.579,0.00023,NA,0.908517853606248,NA,"Tier III","Tier III"
"12368","journal of energy engineering  asce",NA,0,NA,NA,0.383,20,NA,NA,NA,-0.792628447061445,NA,"Tier III","Tier III"
"12369","2013 ieee ecce asia downunder  5th ieee annual international energy conversion congress and exhibition, ieee ecce asia 2013",NA,0,NA,NA,0.383,10,NA,NA,NA,-1.42602449736077,NA,"Tier III","Tier III"
"12370","journal of the history of the neurosciences",NA,0,NA,NA,0.383,21,0.633,4e-04,NA,1.0687044589054,NA,"Tier III","Tier III"
"12371","arid land research and management",NA,0,NA,NA,0.383,29,1.015,5e-04,NA,1.42565385337427,NA,"Tier III","Tier III"
"12372","memorie della societa astronomica italiana  journal of the italian astronomical society",NA,0,NA,NA,0.383,6,NA,NA,NA,-1.594720490317,NA,"Tier III","Tier III"
"12373","linguistic approaches to bilingualism",NA,0,NA,NA,0.383,7,1.5,0.00107,NA,1.19313389781217,NA,"Tier III","Tier III"
"12374","international social security review",NA,0,NA,NA,0.383,13,NA,NA,1,-1.33655049666272,NA,"Tier III","Tier III"
"12375","lia language, interaction and acquisition",NA,0,NA,NA,0.383,6,NA,NA,NA,-1.594720490317,NA,"Tier III","Tier III"
"12376","international journal of performability engineering",NA,0,NA,NA,0.383,15,NA,NA,NA,-1.24875756097477,NA,"Tier III","Tier III"
"12377","journal of adult development",NA,0,NA,NA,0.383,34,0.762,0.00046,NA,1.39695917201321,NA,"Tier III","Tier III"
"12378","arab journal of gastroenterology",NA,0,NA,NA,0.383,11,0.672,0.00051,NA,1.26662302231878,NA,"Tier III","Tier III"
"12379","current analytical chemistry",NA,0,NA,NA,0.383,24,1.306,0.00103,NA,1.37268996635223,NA,"Tier III","Tier III"
"12380","reumatismo",NA,0,NA,NA,0.383,18,NA,NA,NA,-1.15170161752475,NA,"Tier III","Tier III"
"12381","indian journal of orthopaedics",NA,0,NA,NA,0.383,19,0.79,0.00186,NA,1.44723829355591,NA,"Tier III","Tier III"
"12382","gema online journal of language studies",NA,0,NA,NA,0.383,10,NA,NA,NA,-1.42602449736077,NA,"Tier III","Tier III"
"12383","journal of food safety",NA,0,NA,NA,0.383,35,0.948,0.00107,NA,1.64805623136662,NA,"Tier II","Tier II"
"12384","dementia and geriatric cognitive disorders extra",NA,0,NA,NA,0.383,4,NA,NA,NA,-1.59790581732017,NA,"Tier III","Tier III"
"12385","pediatric, allergy, immunology, and pulmonology",NA,0,NA,NA,0.383,16,NA,NA,NA,-1.11127057139573,NA,"Tier III","Tier III"
"12386","computational geometry: theory and applications",NA,0,NA,NA,0.383,44,NA,NA,NA,1.68174371271275,NA,"Tier II","Tier II"
"12387","journal of drug delivery science and technology",NA,0,NA,NA,0.383,34,1.194,0.00124,NA,1.34403186756277,NA,"Tier III","Tier III"
"12388","journal for specialists in group work",NA,0,NA,NA,0.383,10,NA,NA,NA,-1.44484544390888,NA,"Tier III","Tier III"
"12389","journal of graduate medical education",NA,0,NA,NA,0.382,3,NA,NA,NA,-1.53730428565034,NA,"Tier III","Tier III"
"12390","kongqi donglixue xuebao/acta aerodynamica sinica",NA,0,NA,NA,0.382,13,NA,NA,NA,-1.31181484513937,NA,"Tier III","Tier III"
"12391","proceedings  4th workshop on sociotechnical aspects in security and trust, stast 2014  colocated with 27th ieee computer security foundations symposium, csf 2014 in the vienna summer of logic 2014",NA,0,NA,NA,0.382,3,NA,NA,NA,-1.53730428565034,NA,"Tier III","Tier III"
"12392","revista iberoamericana de psicologia del ejercicio y el deporte",NA,0,NA,NA,0.382,7,NA,NA,NA,-1.5745011964164,NA,"Tier III","Tier III"
"12393","corrosion engineering science and technology",NA,0,NA,NA,0.382,32,0.879,0.00125,NA,1.77255755962835,NA,"Tier II","Tier II"
"12394","international journal for educational and vocational guidance",NA,0,NA,NA,0.382,18,0.618,0.00021,NA,0.513167967561424,NA,"Tier III","Tier III"
"12395","journal of the marine biological association of the united kingdom",NA,0,NA,NA,0.382,55,1.038,0.00407,NA,2.41701185119109,NA,"Tier II","Tier II"
"12396","international journal of psychiatry in medicine",NA,0,NA,NA,0.382,46,0.913,0.00179,NA,2.20594519353182,NA,"Tier II","Tier II"
"12397","annals of agricultural and environmental medicine",NA,0,NA,NA,0.382,43,0.829,0.00236,NA,2.16893147703824,NA,"Tier II","Tier II"
"12398","revista de educacion",NA,0,NA,NA,0.382,13,1.185,0.00111,NA,1.54417592769077,NA,"Tier III","Tier III"
"12399","quality and quantity",NA,0,NA,NA,0.382,39,1.094,0.00438,NA,2.25210499564095,NA,"Tier II","Tier II"
"12400","science and engineering ethics",NA,0,NA,NA,0.382,37,2.229,0.00278,NA,1.73116602027411,NA,"Tier II","Tier II"
"12401","phytoparasitica",NA,0,NA,NA,0.382,35,0.882,0.00123,NA,1.5789999447933,NA,"Tier III","Tier III"
"12402","journal of civil structural health monitoring",NA,0,NA,NA,0.382,11,NA,NA,NA,-1.42639877385569,NA,"Tier III","Tier III"
"12403","nursing in critical care",NA,0,NA,NA,0.382,32,1.492,0.00087,NA,1.28714216571459,NA,"Tier III","Tier III"
"12404","international journal of esthetic dentistry",NA,0,NA,NA,0.382,14,NA,NA,NA,-0.981759897766021,NA,"Tier III","Tier III"
"12405","australian family physician",NA,0,NA,NA,0.382,34,0.852,0.0026,NA,2.02626326238109,NA,"Tier II","Tier II"
"12406","world's poultry science journal",NA,0,NA,NA,0.382,55,NA,NA,NA,1.93231520388722,NA,"Tier II","Tier II"
"12407","micromachines",NA,0,NA,NA,0.382,18,1.833,0.00192,NA,1.33773179288088,NA,"Tier III","Tier III"
"12408","clinical medicine insights: circulatory, respiratory and pulmonary medicine",NA,0,NA,NA,0.382,9,NA,NA,NA,-1.47895518033643,NA,"Tier III","Tier III"
"12409","international journal of biomathematics",NA,0,NA,NA,0.381,18,1.05,0.00093,NA,1.14058669240158,NA,"Tier III","Tier III"
"12410","journal of human resources in hospitality and tourism",NA,0,NA,NA,0.381,14,NA,NA,NA,-1.15752118096238,NA,"Tier III","Tier III"
"12411","contemporary security policy",NA,0,NA,NA,0.381,12,NA,NA,NA,-1.38046270929257,NA,"Tier III","Tier III"
"12412","invertebrate survival journal",NA,0,NA,NA,0.381,20,NA,NA,NA,-0.334402981656885,NA,"Tier III","Tier III"
"12413","journal of the korean mathematical society",NA,0,NA,NA,0.381,24,0.441,0.00194,NA,1.63857050949879,NA,"Tier II","Tier II"
"12414","psychological record",NA,0,NA,NA,0.381,36,0.702,0.00095,NA,1.76898638174575,NA,"Tier II","Tier II"
"12415","oman medical journal",NA,0,NA,NA,0.381,14,NA,NA,NA,-1.27491267947852,NA,"Tier III","Tier III"
"12416","progress in mathematical physics",NA,0,NA,NA,0.381,7,NA,NA,NA,-1.57619857723223,NA,"Tier III","Tier III"
"12417","brittonia",NA,0,NA,NA,0.381,24,0.753,7e-04,NA,1.42818012750577,NA,"Tier III","Tier III"
"12418","open dentistry journal",NA,0,NA,NA,0.381,12,NA,NA,NA,-1.27087900737292,NA,"Tier III","Tier III"
"12419","computational and mathematical methods in medicine",NA,0,NA,NA,0.381,25,0.95,0.00476,NA,2.10466585505873,NA,"Tier II","Tier II"
"12420","international journal of adolescent medicine and health",NA,0,NA,NA,0.381,29,NA,NA,NA,1.2477071702261,NA,"Tier III","Tier III"
"12421","journal of asian pacific communication",NA,0,NA,NA,0.381,10,NA,NA,1,-1.44595594758671,NA,"Tier III","Tier III"
"12422","journal of public child welfare",NA,0,NA,NA,0.381,12,NA,NA,NA,-1.38046270929257,NA,"Tier III","Tier III"
"12423","molecular and cellular pharmacology",NA,0,NA,NA,0.381,17,NA,NA,NA,-1.17793204737581,NA,"Tier III","Tier III"
"12424","journal de mycologie medicale",NA,0,NA,NA,0.381,23,1.269,0.00081,NA,1.30138399954522,NA,"Tier III","Tier III"
"12425","nutricion hospitalaria",NA,0,NA,NA,0.381,37,0.747,0.00522,NA,1.92465224450064,NA,"Tier II","Tier II"
"12426","luminescence",NA,0,NA,NA,0.381,37,1.509,0.00259,NA,1.64099771310152,NA,"Tier II","Tier II"
"12427","journal of professional issues in engineering education and practice",NA,0,NA,NA,0.381,27,0.921,4e-04,NA,0.964362652765991,NA,"Tier III","Tier III"
"12428","journal of buon",NA,0,NA,NA,0.381,19,1.344,0.00185,NA,1.17920985948858,NA,"Tier III","Tier III"
"12429","mastozoologia neotropical",NA,0,NA,NA,0.381,10,NA,NA,NA,-1.44595594758671,NA,"Tier III","Tier III"
"12430","artery research",NA,0,NA,NA,0.381,15,NA,NA,NA,-1.11877773815342,NA,"Tier III","Tier III"
"12431","international journal of cultural policy",NA,0,NA,NA,0.38,13,1.162,0.00055,NA,1.40636269448686,NA,"Tier III","Tier III"
"12432","actas espanolas de psiquiatria",NA,0,NA,NA,0.38,25,1.339,0.00069,NA,1.18784109599768,NA,"Tier III","Tier III"
"12433","intelligent buildings international",NA,0,NA,NA,0.38,13,NA,NA,NA,-1.34165258600957,NA,"Tier III","Tier III"
"12434","african health sciences",NA,0,NA,NA,0.38,30,0.635,0.00233,NA,1.9771018175709,NA,"Tier II","Tier II"
"12435","publicationes mathematicae",NA,0,NA,NA,0.38,27,NA,NA,NA,0.328476649748367,NA,"Tier III","Tier III"
"12436","parallel computing",NA,0,NA,NA,0.38,59,1.362,0.00279,NA,1.91861004737472,NA,"Tier II","Tier II"
"12437","mobisys 2014  proceedings of the 12th annual international conference on mobile systems, applications, and services",NA,0,NA,NA,0.38,12,NA,NA,NA,-1.35835703934685,NA,"Tier III","Tier III"
"12438","zoosystema",NA,0,NA,NA,0.38,19,0.632,0.00054,NA,1.10605131432268,NA,"Tier III","Tier III"
"12439","revista mexicana de biodiversidad",NA,0,NA,NA,0.38,16,0.596,0.00192,NA,1.35132453260007,NA,"Tier III","Tier III"
"12440","tsinghua science and technology",NA,0,NA,NA,0.38,29,1.25,0.00109,NA,1.32795509318223,NA,"Tier III","Tier III"
"12441","semiconductors",NA,0,NA,NA,0.38,34,0.602,0.00256,NA,2.03728407753609,NA,"Tier II","Tier II"
"12442","conference on optical fiber communication, technical digest series",NA,0,NA,NA,0.38,36,NA,NA,NA,1.80688646198736,NA,"Tier II","Tier II"
"12443","identity",NA,0,NA,NA,0.38,24,NA,NA,NA,0.386515051588383,NA,"Tier III","Tier III"
"12444","immpd 2013  proceedings of the 3rd acm international workshop on interactive multimedia on mobile and portable devices, colocated with acm multimedia 2013",NA,0,NA,NA,0.38,3,NA,NA,NA,-1.26098112901273,NA,"Tier III","Tier III"
"12445","journal of comparative policy analysis: research and practice",NA,0,NA,NA,0.38,10,NA,NA,NA,-1.44819007337762,NA,"Tier III","Tier III"
"12446","wspolczesna onkologia",NA,0,NA,NA,0.38,12,NA,NA,NA,-1.35967021341108,NA,"Tier III","Tier III"
"12447","annali dell'universita di ferrara",NA,0,NA,NA,0.38,17,NA,NA,NA,-1.18729527950597,NA,"Tier III","Tier III"
"12448","journal of library and information services in distance learning",NA,0,NA,NA,0.38,9,NA,NA,NA,-1.50133555994688,NA,"Tier III","Tier III"
"12449","physics of particles and nuclei",NA,0,NA,NA,0.38,28,0.681,0.00105,NA,1.56874763498291,NA,"Tier III","Tier III"
"12450","transactions on data privacy",NA,0,NA,NA,0.38,14,NA,NA,NA,-1.12096622508729,NA,"Tier III","Tier III"
"12451","geographia polonica",NA,0,NA,NA,0.38,11,NA,NA,NA,-1.40988500236566,NA,"Tier III","Tier III"
"12452","journal of medical radiation sciences",NA,0,NA,NA,0.38,7,NA,NA,NA,-1.57900268517127,NA,"Tier III","Tier III"
"12453","cuadernos de psicologia del deporte",NA,0,NA,NA,0.38,7,NA,NA,NA,-1.57900268517127,NA,"Tier III","Tier III"
"12454","medical ultrasonography",NA,0,NA,NA,0.379,18,1.118,0.00133,NA,1.38436693982812,NA,"Tier III","Tier III"
"12455","journal of tissue viability",NA,0,NA,NA,0.379,24,1.263,0.00058,NA,1.35356281272836,NA,"Tier III","Tier III"
"12456","virusdisease",NA,0,NA,NA,0.379,10,NA,NA,NA,-1.44964360797325,NA,"Tier III","Tier III"
"12457","zhendong yu chongji/journal of vibration and shock",NA,0,NA,NA,0.379,21,NA,NA,NA,-0.764585713824896,NA,"Tier III","Tier III"
"12458","jahrbuch für regional wissenschaft/review of regional research",NA,0,NA,NA,0.379,11,NA,NA,NA,-1.41174540692608,NA,"Tier III","Tier III"
"12459","revista de derecho",NA,0,NA,NA,0.379,4,NA,NA,NA,-1.61226229277013,NA,"Tier III","Tier III"
"12460","international journal of social welfare",NA,0,NA,NA,0.379,34,0.909,0.00128,NA,1.77508453522815,NA,"Tier II","Tier II"
"12461","real analysis exchange",NA,0,NA,NA,0.379,5,NA,NA,NA,-1.43111327041769,NA,"Tier III","Tier III"
"12462","journal of emergencies, trauma and shock",NA,0,NA,NA,0.379,18,NA,NA,NA,-0.804977120125814,NA,"Tier III","Tier III"
"12463","international braz j urol: official journal of the brazilian society of urology",NA,0,NA,NA,0.379,30,NA,NA,NA,1.61969841969959,NA,"Tier II","Tier II"
"12464","applied ontology",NA,0,NA,NA,0.379,12,1.296,0.00027,NA,0.919441561924894,NA,"Tier III","Tier III"
"12465","journal of international accounting research",NA,0,NA,NA,0.379,13,NA,NA,NA,-1.31311108335798,NA,"Tier III","Tier III"
"12466","annales d'endocrinologie",NA,0,NA,NA,0.379,33,NA,NA,NA,1.73357195437954,NA,"Tier II","Tier II"
"12467","asian nursing research",NA,0,NA,NA,0.379,12,0.768,0.00083,NA,1.3752626879916,NA,"Tier III","Tier III"
"12468","reference librarian",NA,0,NA,NA,0.379,16,NA,NA,NA,-1.15879879796173,NA,"Tier III","Tier III"
"12469","excli journal",NA,0,NA,NA,0.379,15,1.462,0.00111,NA,1.30341158275847,NA,"Tier III","Tier III"
"12470","electronic government",NA,0,NA,NA,0.379,25,NA,NA,NA,0.252869307107183,NA,"Tier III","Tier III"
"12471","proceedings of acm symposium on access control models and technologies, sacmat",NA,0,NA,NA,0.379,40,NA,NA,NA,1.62451136144836,NA,"Tier II","Tier II"
"12472","public library quarterly",NA,0,NA,NA,0.379,9,NA,NA,NA,-1.50173657066809,NA,"Tier III","Tier III"
"12473","ieee mtts international microwave symposium digest",NA,0,NA,NA,0.379,57,NA,NA,NA,1.99346118202572,NA,"Tier II","Tier II"
"12474","families, relationships and societies",NA,0,NA,NA,0.379,7,NA,NA,NA,-1.57855797435241,NA,"Tier III","Tier III"
"12475","managing sport and leisure",NA,0,NA,NA,0.379,12,NA,NA,NA,-1.36232001476983,NA,"Tier III","Tier III"
"12476","crystal research and technology",NA,0,NA,NA,0.379,55,1,0.0024,NA,2.31968697990623,NA,"Tier II","Tier II"
"12477","international journal of palliative nursing",NA,0,NA,NA,0.379,32,NA,NA,NA,1.58688356693002,NA,"Tier III","Tier III"
"12478","focaal",NA,0,NA,NA,0.378,10,NA,NA,NA,-1.45182581758864,NA,"Tier III","Tier III"
"12479","composite interfaces",NA,0,NA,NA,0.378,34,1.083,0.00073,NA,1.25310933202048,NA,"Tier III","Tier III"
"12480","journal of numerical mathematics",NA,0,NA,NA,0.378,23,0.405,0.00163,NA,1.53454271265216,NA,"Tier III","Tier III"
"12481","journal of ceramic science and technology",NA,0,NA,NA,0.378,9,1.22,0.00057,NA,1.21936206680083,NA,"Tier III","Tier III"
"12482","medicinal chemistry",NA,0,NA,NA,0.378,34,2.331,0.00242,NA,1.57953050084293,NA,"Tier III","Tier III"
"12483","journal of general and applied microbiology",NA,0,NA,NA,0.378,43,0.902,0.00107,NA,2.0980042867005,NA,"Tier II","Tier II"
"12484","journal of research in medical sciences",NA,0,NA,NA,0.378,23,1.237,0.00432,NA,1.91929370452556,NA,"Tier II","Tier II"
"12485","annals of indian academy of neurology",NA,0,NA,NA,0.378,17,0.95,0.00174,NA,1.5119701678596,NA,"Tier III","Tier III"
"12486","czechoslovak mathematical journal",NA,0,NA,NA,0.378,23,0.364,0.00167,NA,1.42552326009842,NA,"Tier III","Tier III"
"12487","relc journal",NA,0,NA,NA,0.378,20,NA,NA,NA,0.0340797767847706,NA,"Tier III","Tier III"
"12488","mathematical models and computer simulations",NA,0,NA,NA,0.378,8,NA,NA,NA,-1.51402266365272,NA,"Tier III","Tier III"
"12489","proceedings  electronic components and technology conference",NA,0,NA,NA,0.378,57,NA,NA,NA,2.09197803679635,NA,"Tier II","Tier II"
"12490","volta review",NA,0,NA,NA,0.378,20,NA,NA,NA,-0.411591719013639,NA,"Tier III","Tier III"
"12491","journal of postgraduate medicine",NA,0,NA,NA,0.378,45,0.912,0.00115,NA,2.19749463592287,NA,"Tier II","Tier II"
"12493","new zealand journal of zoology",NA,0,NA,NA,0.378,30,0.811,0.00049,NA,1.29084015637627,NA,"Tier III","Tier III"
"12494","australasian conference on robotics and automation, acra",NA,0,NA,NA,0.378,5,NA,NA,NA,-1.61338013496148,NA,"Tier III","Tier III"
"12495","international journal of environmental analytical chemistry",NA,0,NA,NA,0.378,36,1.208,0.00184,NA,1.80744889536749,NA,"Tier II","Tier II"
"12496","narrative",NA,0,NA,NA,0.378,21,NA,NA,NA,-0.565076065314071,NA,"Tier III","Tier III"
"12497","african journal of range and forage science",NA,0,NA,NA,0.378,21,0.961,0.00029,NA,0.829576770230089,NA,"Tier III","Tier III"
"12498","proceedings design, automation and test in europe, date",NA,0,NA,NA,0.378,69,NA,NA,NA,2.25772680167209,NA,"Tier II","Tier II"
"12499","educational theory",NA,0,NA,NA,0.378,32,NA,NA,NA,1.61807008281931,NA,"Tier II","Tier II"
"12500","antiviral chemistry and chemotherapy",NA,0,NA,NA,0.378,44,NA,NA,NA,1.66411720700727,NA,"Tier II","Tier II"
"12501","aquatic mammals",NA,0,NA,NA,0.378,16,0.908,0.00089,NA,1.19066782922498,NA,"Tier III","Tier III"
"12502","iranian journal of medical sciences",NA,0,NA,NA,0.378,15,NA,NA,NA,-1.22221619193733,NA,"Tier III","Tier III"
"12503","ozone: science and engineering",NA,0,NA,NA,0.378,39,NA,NA,NA,1.76650360340739,NA,"Tier II","Tier II"
"12504","transactions of the institute of measurement and control",NA,0,NA,NA,0.377,31,1.049,0.00142,NA,1.82939409553081,NA,"Tier II","Tier II"
"12505","archaeofauna",NA,0,NA,NA,0.377,14,NA,NA,NA,-0.975017936879829,NA,"Tier III","Tier III"
"12506","journal of loss and trauma",NA,0,NA,NA,0.377,29,0.744,0.00112,NA,1.63165037721268,NA,"Tier II","Tier II"
"12507","valuetools 2013  7th international conference on performance evaluation methodologies and tools",NA,0,NA,NA,0.377,5,NA,NA,NA,-1.57683539317702,NA,"Tier III","Tier III"
"12508","environmental justice",NA,0,NA,NA,0.377,12,NA,NA,NA,-1.39195391960275,NA,"Tier III","Tier III"
"12509","in vivo",NA,0,NA,NA,0.377,49,0.953,0.00232,NA,2.27106519975756,NA,"Tier II","Tier II"
"12510","journal of african history",NA,0,NA,NA,0.377,28,0.767,0.00069,NA,1.56202206829377,NA,"Tier III","Tier III"
"12511","journal of teaching in social work",NA,0,NA,NA,0.377,13,NA,NA,NA,-1.01778921295814,NA,"Tier III","Tier III"
"12512","forestry chronicle",NA,0,NA,NA,0.377,41,0.658,0.00084,NA,2.05736621982721,NA,"Tier II","Tier II"
"12513","transactions on embedded computing systems",NA,0,NA,NA,0.377,26,NA,NA,NA,1.00276852978447,NA,"Tier III","Tier III"
"12514","marine and freshwater behaviour and physiology",NA,0,NA,NA,0.377,29,0.958,0.00071,NA,1.63507710108567,NA,"Tier II","Tier II"
"12515","sexuality and culture",NA,0,NA,NA,0.377,18,NA,NA,NA,-1.08502757894168,NA,"Tier III","Tier III"
"12516","international review of mechanical engineering",NA,0,NA,NA,0.377,13,NA,NA,NA,-1.25332038929597,NA,"Tier III","Tier III"
"12517","proceedings  ieee 6th international conference on software testing, verification and validation, icst 2013",NA,0,NA,NA,0.377,13,NA,NA,NA,-1.2570781280586,NA,"Tier III","Tier III"
